시도,시군구,행정동,행정동코드,인구,남,여,최근증감,면적_km2,인구_0~9,인구_10~19,인구_20~39,인구_40~59,인구_65+,인구_여20~49
경남,김해시,진영읍,4825025000,52201,26914,25287,-149,39.795,3497,6710,9469,19530,9265,9075
경남,김해시,주촌면,4825032000,21646,11061,10585,114,31.308,2746,2226,5589,7528,2292,4721
경남,김해시,진례면,4825033000,5370,2888,2482,-5,44.833,79,244,642,1497,2203,443
경남,김해시,한림면,4825034000,6310,3457,2853,-14,58.346,83,247,652,1456,2937,406
경남,김해시,생림면,4825035000,3294,1773,1521,-8,49.611,46,80,301,777,1620,201
경남,김해시,상동면,4825036000,2852,1579,1273,1,69.034,33,92,339,709,1232,226
경남,김해시,대동면,4825037000,4848,2512,2336,-22,48.55,54,169,418,1014,2568,297
경남,김해시,동상동,4825051000,8231,4257,3974,-9,1.845,293,490,1697,2549,2272,1181
경남,김해시,회현동,4825052000,7917,3942,3975,3,1.145,344,485,1486,2254,2463,1093
경남,김해시,부원동,4825053000,8722,4461,4261,16,2.016,361,494,1947,2749,2253,1343
경남,김해시,내외동,4825054000,66323,32988,33335,-66,5.383,2681,5899,16130,22713,11826,11538
경남,김해시,북부동,4825055000,80471,40194,40277,66,12.787,4965,9683,18212,29476,11735,15035
경남,김해시,칠산서부동,4825056500,8427,4489,3938,-30,19.524,238,550,1508,2687,2500,1038
경남,김해시,활천동,4825058000,35394,18113,17281,-43,5.927,1185,3021,7399,11930,7788,5367
경남,김해시,삼안동,4825059000,34840,17830,17010,-80,11.574,1490,2496,8985,10973,7173,5862
경남,김해시,불암동,4825060000,6393,3221,3172,-4,2.862,232,576,1179,2074,1584,882
경남,김해시,장유1동,4825061000,71266,35629,35637,218,12.992,5744,8416,17882,26843,8281,14684
경남,김해시,장유2동,4825062000,36659,18610,18049,176,19.502,2055,4565,8420,14556,4885,6939
경남,김해시,장유3동,4825063000,71613,35516,36097,-52,22.401,6690,11986,14943,28015,6910,15476
경남,밀양시,삼랑진읍,4827025000,4844,2452,2392,10,78.552,65,182,424,1119,2426,314
경남,밀양시,삼랑진임천출장소,4827025100,1387,714,673,6,—,11,61,325,234,631,173
경남,밀양시,하남읍,4827025300,6413,3223,3190,-10,38.755,124,305,602,1598,3010,485
경남,밀양시,부북면,4827031000,5270,2761,2509,19,55.276,87,195,601,1220,2493,386
경남,밀양시,상동면,4827032000,3052,1505,1547,-4,51.846,42,80,200,582,1742,148
경남,밀양시,산외면,4827033000,2712,1405,1307,1,34.999,41,101,194,583,1420,141
경남,밀양시,산내면,4827034000,3585,1849,1736,-4,106.459,37,116,221,804,1899,169
경남,밀양시,단장면,4827035000,4179,2110,2069,6,142.155,33,122,307,845,2237,222
경남,밀양시,상남면,4827036000,7466,3788,3678,-16,55.93,202,463,839,1945,3147,663
경남,밀양시,초동면,4827037000,3165,1596,1569,-4,47.396,21,80,221,697,1740,158
경남,밀양시,무안면,4827038000,4467,2273,2194,-3,100.785,37,277,337,862,2400,258
경남,밀양시,청도면,4827039000,1652,841,811,-8,57.394,17,29,76,285,1023,57
경남,밀양시,내일동,4827051000,2373,1155,1218,-18,11.646,48,105,277,597,1081,197
경남,밀양시,내이동,4827052000,17068,8562,8506,-15,3.249,1150,1509,3835,5531,3673,2906
경남,밀양시,삼문동,4827053000,18476,8817,9659,-3,2.407,1061,2289,3196,6238,4180,2963
경남,밀양시,가곡동,4827054000,7213,3389,3824,17,6.614,234,477,1136,2044,2572,923
경남,밀양시,교동,4827055000,5269,2538,2731,-2,4.901,181,415,876,1621,1567,701
경남,거제시,일운면,4831031000,7808,3996,3812,15,32.62,294,595,980,2662,2401,971
경남,거제시,동부면,4831032000,2741,1411,1330,-9,54.291,31,111,243,698,1317,193
경남,거제시,남부면,4831033000,1375,711,664,-6,36.105,10,43,91,341,707,71
경남,거제시,거제면,4831034000,6726,3374,3352,14,38.002,202,506,722,1994,2557,680
경남,거제시,둔덕면,4831035000,2504,1275,1229,-25,33.868,26,85,221,582,1278,162
경남,거제시,사등면,4831036000,10559,5491,5068,-27,36.407,549,1288,1323,3930,2491,1541
경남,거제시,사등면가조출장소,4831036600,1013,520,493,3,—,11,36,84,273,488,74
경남,거제시,연초면,4831037000,9495,5222,4273,-75,40.136,272,803,1394,3610,2292,1202
경남,거제시,하청면,4831038000,2827,1489,1338,-19,32.398,49,179,259,740,1213,211
경남,거제시,하청면칠천출장소,4831038500,1016,539,477,-1,—,12,32,52,258,541,63
경남,거제시,장목면,4831039000,2634,1360,1274,-14,39.87,29,55,224,672,1331,157
경남,거제시,장목면외포출장소,4831039500,1187,601,586,-2,—,15,48,94,327,569,85
경남,거제시,장승포동,4831051000,5026,2787,2239,-2,4.221,108,446,875,1818,1275,593
경남,거제시,능포동,4831053000,8014,4357,3657,-10,3.713,180,659,1073,2895,2299,907
경남,거제시,아주동,4831054000,24526,13326,11200,55,13.418,2100,4181,4942,10466,1810,5004
경남,거제시,옥포1동,4831055000,7159,3836,3323,-14,2.219,354,658,1407,2769,1409,1144
경남,거제시,옥포2동,4831056000,23205,12302,10903,-1,8.736,1003,2638,3919,9080,4444,3542
경남,거제시,장평동,4831057000,19026,10874,8152,15,7.313,895,1853,4291,8061,2391,2996
경남,거제시,고현동,4831058000,35600,18296,17304,-3,5.029,2216,4334,7193,13799,5467,6448
경남,거제시,상문동,4831059000,34432,17434,16998,-85,20.725,3248,5968,6524,14473,2655,7327
경남,거제시,수양동,4831060000,22156,11265,10891,-1,11.054,1570,4133,3593,9548,2083,4432
경남,양산시,물금읍,4833025300,117313,58082,59231,53,19.819,10029,15493,27113,41061,16389,24921
경남,양산시,동면,4833031000,57769,29186,28583,-65,55.233,6244,5726,14171,19433,8711,12246
경남,양산시,원동면,4833032000,3055,1555,1500,-23,147.803,57,93,238,590,1701,170
경남,양산시,상북면,4833033000,13588,6910,6678,-14,68.57,458,755,2262,3987,4469,1673
경남,양산시,하북면,4833034000,7378,3840,3538,-16,69.204,77,401,888,1975,3029,581
경남,양산시,중앙동,4833051000,10865,5761,5104,89,11.435,273,589,2047,3421,3430,1389
경남,양산시,양주동,4833051500,29390,14027,15363,-35,2.085,1119,3205,5986,10341,6149,4936
경남,양산시,삼성동,4833052000,19406,10272,9134,-38,16.061,729,1389,4213,6703,4310,2878
경남,양산시,강서동,4833053000,8075,4067,4008,-29,29.412,298,831,1551,2816,1859,1288
경남,양산시,서창동,4833054000,25602,13412,12190,-53,22.693,1091,2912,4442,9468,5457,3803
경남,양산시,소주동,4833055000,19396,9668,9728,12,18.383,719,1539,3307,6699,5029,2770
경남,양산시,평산동,4833056000,28241,13723,14518,43,11.529,1139,2855,4747,9561,7681,4129
경남,양산시,덕계동,4833057000,21311,10561,10750,32,13.332,1725,2008,4552,7212,4195,3819
경남,의령군,의령읍,4872025000,8830,4442,4388,34,34.409,420,830,1447,2904,2526,1266
경남,의령군,가례면,4872031000,1553,782,771,14,35.296,13,47,121,333,843,81
경남,의령군,칠곡면,4872032000,1131,550,581,-1,22.156,7,27,86,233,630,67
경남,의령군,대의면,4872033000,1013,505,508,-4,35.773,31,43,76,197,545,60
경남,의령군,화정면,4872034000,1434,718,716,3,38.687,32,44,116,325,736,88
경남,의령군,용덕면,4872035000,1366,709,657,8,33.616,7,25,112,294,738,63
경남,의령군,정곡면,4872036000,1291,650,641,0,39.96,16,39,71,264,748,55
경남,의령군,지정면,4872037000,1707,858,849,3,46.739,24,39,114,346,981,99
경남,의령군,낙서면,4872038000,658,318,340,-2,24.071,10,12,34,108,413,27
경남,의령군,부림면,4872039000,2527,1233,1294,-6,47.167,44,118,242,599,1235,167
경남,의령군,봉수면,4872040000,938,515,423,1,32.581,9,32,80,180,535,39
경남,의령군,궁류면,4872041500,1012,495,517,5,43.335,4,15,35,143,688,29
경남,의령군,유곡면,4872042000,1071,527,544,-5,46.345,12,22,54,194,654,44
경남,함안군,가야읍,4873025000,16377,8343,8034,-16,41.047,630,1613,2526,5318,4671,2101
경남,함안군,칠원읍,4873025300,17335,8825,8510,-43,49.934,816,2464,2346,6292,3964,2548
경남,함안군,함안면,4873031000,2235,1153,1082,-8,28.279,40,75,184,483,1160,142
경남,함안군,군북면,4873032000,5519,2899,2620,-14,78.968,178,235,786,1192,2548,461
경남,함안군,법수면,4873033000,2578,1346,1232,-5,34.702,31,71,208,578,1356,149
경남,함안군,대산면,4873034000,2983,1518,1465,1,47.244,26,89,194,601,1714,140
경남,함안군,칠서면,4873035000,4749,2521,2228,0,36.491,106,365,542,1431,1739,447
경남,함안군,칠북면,4873036000,1745,929,816,-10,32.139,17,34,113,320,1023,72
경남,함안군,산인면,4873038000,2469,1254,1215,-13,36.637,41,76,222,570,1205,170
경남,함안군,여항면,4873039000,877,465,412,-10,28.536,3,16,56,159,514,40
경남,창녕군,창녕읍,4874025000,14957,7455,7502,-24,61.09,710,1337,2266,4539,4626,1928
경남,창녕군,남지읍,4874025300,11142,5599,5543,-18,54.442,497,1095,1224,3354,3839,1225
경남,창녕군,고암면,4874031000,1742,898,844,-3,43.922,33,86,157,319,932,99
경남,창녕군,성산면,4874032000,1462,735,727,-6,46.232,16,24,107,304,794,82
경남,창녕군,대합면,4874033000,3428,1753,1675,-24,46.525,47,125,321,838,1647,225
경남,창녕군,이방면,4874034000,2261,1071,1190,-2,45.808,30,281,146,417,1121,122
경남,창녕군,유어면,4874035000,1567,776,791,9,32.67,22,29,125,304,899,80
경남,창녕군,대지면,4874036000,2282,1193,1089,14,17.901,60,179,231,613,962,198
경남,창녕군,계성면,4874037000,2048,1048,1000,7,28.539,28,52,172,494,1040,114
경남,창녕군,영산면,4874038000,4738,2424,2314,-28,28.109,89,234,540,1223,2054,359
경남,창녕군,장마면,4874039000,1705,884,821,3,29.588,20,46,139,342,932,98
경남,창녕군,도천면,4874040000,2394,1203,1191,-13,25.467,34,92,220,595,1142,171
경남,창녕군,길곡면,4874041000,1413,720,693,-3,26.263,4,38,100,289,779,77
경남,창녕군,부곡면,4874042000,3306,1642,1664,-3,38.805,54,90,286,727,1704,209
경남,고성군,고성읍,4882025000,22408,11280,11128,-5,44.291,820,2603,3143,7229,6507,2893
경남,고성군,삼산면,4882031000,1678,872,806,-1,36.828,34,71,104,361,912,74
경남,고성군,하일면,4882032000,1695,860,835,1,32.205,22,74,121,336,939,81
경남,고성군,하이면,4882033000,2407,1260,1147,-17,39.079,37,134,238,629,1095,169
경남,고성군,상리면,4882034000,1440,733,707,-4,45.985,5,43,95,301,823,69
경남,고성군,대가면,4882035000,1531,791,740,-1,52.139,16,36,92,305,888,80
경남,고성군,영현면,4882036000,821,403,418,1,31.752,9,18,43,139,516,38
경남,고성군,영오면,4882037000,1273,653,620,2,22.487,18,45,95,265,692,64
경남,고성군,개천면,4882038000,1018,520,498,-6,40.277,9,50,66,190,591,49
경남,고성군,구만면,4882039000,922,460,462,-7,21.306,15,29,54,176,540,39
경남,고성군,회화면,4882040000,3193,1616,1577,13,29.823,57,245,281,815,1437,246
경남,고성군,마암면,4882041000,1596,808,788,1,33.592,9,36,94,359,885,70
경남,고성군,동해면,4882042000,2896,1487,1409,-2,56.784,22,107,231,668,1487,149
경남,고성군,거류면,4882043000,3930,2055,1875,-16,35.875,65,227,347,1120,1731,277
경남,남해군,남해읍,4884025000,12706,6200,6506,26,26.823,573,1236,2229,3870,3644,1790
경남,남해군,이동면,4884031000,3523,1728,1795,-4,46.788,29,188,287,761,1844,211
경남,남해군,상주면,4884032000,1580,777,803,-10,24.963,39,123,141,358,742,124
경남,남해군,삼동면,4884033000,3806,1883,1923,35,53.672,68,221,292,921,1893,281
경남,남해군,미조면,4884034000,2106,1069,1037,-7,17.991,30,99,270,544,910,184
경남,남해군,남면,4884035000,3401,1637,1764,-2,44.929,37,265,275,775,1710,214
경남,남해군,서면,4884036000,2595,1324,1271,0,41.912,40,199,167,512,1359,136
경남,남해군,고현면,4884037000,3228,1553,1675,11,29.766,57,141,274,679,1704,191
경남,남해군,설천면,4884038000,2647,1281,1366,-3,26.329,33,73,169,506,1541,117
경남,남해군,창선면,4884039000,5551,2675,2876,6,59.262,74,332,398,1220,2885,346
경남,하동군,하동읍,4885025000,9003,4424,4579,-31,29.271,370,735,1343,2665,3067,1113
경남,하동군,화개면,4885031000,2695,1367,1328,-14,133.28,34,113,233,735,1188,187
경남,하동군,악양면,4885032000,3205,1593,1612,0,52.31,45,126,243,772,1603,173
경남,하동군,적량면,4885033000,1768,892,876,-3,41.101,28,72,145,372,916,111
경남,하동군,횡천면,4885034000,1722,858,864,-10,34.19,30,47,109,362,970,88
경남,하동군,고전면,4885035000,1914,948,966,-12,36.287,23,66,144,427,1026,111
경남,하동군,금남면,4885036000,3046,1592,1454,-16,44.187,44,116,247,720,1553,167
경남,하동군,진교면,4885037000,5398,2695,2703,-6,50.436,177,365,561,1519,2229,488
경남,하동군,양보면,4885038000,1545,754,791,0,34.26,20,31,101,300,911,67
경남,하동군,북천면,4885039000,1443,723,720,-5,32.759,19,40,95,314,802,72
경남,하동군,청암면,4885040000,1275,669,606,-5,75.41,32,59,96,278,654,78
경남,하동군,옥종면,4885041000,3987,2045,1942,-6,87.25,95,212,362,986,1866,282
경남,하동군,금성면,4885042000,2595,1353,1242,1,23.839,66,113,328,726,1067,204
경남,산청군,산청읍,4886025000,6414,3187,3227,-8,67.224,233,528,933,1776,2338,750
경남,산청군,차황면,4886031000,1304,661,643,-1,47.084,21,50,57,253,754,50
경남,산청군,오부면,4886032000,945,467,478,2,34.739,6,37,53,194,554,43
경남,산청군,생초면,4886033000,1801,893,908,-2,52.411,18,67,114,336,1045,86
경남,산청군,금서면,4886034000,2792,1377,1415,-2,75.774,43,126,256,712,1328,208
경남,산청군,삼장면,4886035000,1728,841,887,-5,102.319,20,38,132,362,926,83
경남,산청군,시천면,4886036000,3840,1936,1904,2,126.59,43,170,319,1029,1765,257
경남,산청군,단성면,4886037000,5430,2737,2693,-5,108.658,106,166,444,1308,2671,338
경남,산청군,신안면,4886038000,5407,2677,2730,-12,71.594,201,384,667,1464,2060,572
경남,산청군,생비량면,4886039000,1096,548,548,3,43.877,8,38,61,216,635,48
경남,산청군,신등면,4886040000,1881,954,927,-6,57.8,14,54,133,404,1069,88
경남,함양군,함양읍,4887025000,16733,8183,8550,-24,68.234,798,1638,2573,5148,5042,2214
경남,함양군,마천면,4887031000,1918,944,974,-18,107.327,26,58,119,446,979,97
경남,함양군,휴천면,4887032000,1406,703,703,-7,61.765,31,35,80,297,757,71
경남,함양군,유림면,4887033000,1498,732,766,-1,29.847,19,53,86,302,865,68
경남,함양군,수동면,4887034000,2104,1065,1039,3,48.881,21,133,191,465,1074,128
경남,함양군,지곡면,4887035000,1890,920,970,-4,41.673,19,72,130,424,1008,106
경남,함양군,안의면,4887036000,3944,1892,2052,-6,96.775,66,167,269,902,2115,238
경남,함양군,서하면,4887037000,1275,612,663,-3,70.32,28,31,75,237,731,50
경남,함양군,서상면,4887038000,1646,803,843,-3,89.021,21,64,120,349,914,98
경남,함양군,백전면,4887039000,1522,798,724,-15,55.706,19,103,98,295,811,85
경남,함양군,병곡면,4887040000,1205,601,604,2,48.42,6,46,110,262,627,57
경남,거창군,거창읍,4888025000,39646,19559,20087,2,55.346,2290,4865,7319,12293,9664,6028
경남,거창군,주상면,4888031000,1412,712,700,-14,50.218,12,40,86,266,837,61
경남,거창군,웅양면,4888032000,1730,847,883,2,57.702,22,67,122,367,942,91
경남,거창군,고제면,4888033000,1279,660,619,-2,59.059,12,33,81,260,716,51
경남,거창군,북상면,4888034000,1493,726,767,5,122.284,21,67,100,303,807,87
경남,거창군,위천면,4888035000,1812,895,917,-3,54.417,23,139,128,365,950,95
경남,거창군,마리면,4888036000,1856,908,948,2,46.617,24,69,139,370,1031,102
경남,거창군,남상면,4888037000,2173,1063,1110,-9,67.016,28,60,186,453,1180,135
경남,거창군,남하면,4888038000,1333,655,678,-7,49.548,21,36,94,236,795,64
경남,거창군,신원면,4888039000,1444,710,734,7,73.874,21,42,68,255,886,47
경남,거창군,가조면,4888040000,3383,1623,1760,-13,65.294,57,114,256,727,1841,191
경남,거창군,가북면,4888041000,1285,647,638,2,96.226,18,32,68,247,775,37
경남,합천군,합천읍,4889025000,10298,5045,5253,-17,54.007,495,974,1671,3166,3015,1446
경남,합천군,봉산면,4889031000,1327,680,647,3,79.343,11,30,78,237,800,61
경남,합천군,묘산면,4889032000,1378,674,704,9,49.297,8,24,64,252,850,62
경남,합천군,가야면,4889033000,3723,1852,1871,-3,104.093,35,139,292,862,1905,207
경남,합천군,야로면,4889034000,2142,1071,1071,-14,47.623,32,105,154,462,1161,135
경남,합천군,율곡면,4889035000,1995,1026,969,3,73.243,26,47,146,405,1141,98
경남,합천군,초계면,4889036000,2074,1027,1047,-8,22.839,39,85,180,479,1074,119
경남,합천군,쌍책면,4889037000,1112,537,575,-9,38.79,12,25,44,184,709,42
경남,합천군,덕곡면,4889038000,765,400,365,-2,26.397,9,16,41,139,456,24
경남,합천군,청덕면,4889039000,1420,719,701,-5,57.156,10,30,87,289,848,52
경남,합천군,적중면,4889040000,1223,599,624,-10,24.228,11,34,85,231,733,51
경남,합천군,대양면,4889041000,1613,821,792,-4,56.86,76,85,167,396,721,141
경남,합천군,쌍백면,4889042000,1531,748,783,-2,63.208,22,47,68,258,949,54
경남,합천군,삼가면,4889043000,2832,1336,1496,-4,59.803,44,90,230,621,1543,175
경남,합천군,가회면,4889044000,1638,844,794,-6,70.006,8,89,72,306,922,83
경남,합천군,대병면,4889045000,1788,884,904,-4,63.308,15,48,120,351,1012,85
경남,합천군,용주면,4889046000,1995,1015,980,10,89.374,24,42,115,413,1161,88
제주,제주시,한림읍,5011025000,19999,10279,9720,-15,96.585,931,1734,3152,6697,5530,2774
제주,제주시,애월읍,5011025300,38329,19592,18737,-18,204.234,2545,3880,6920,13376,8312,6429
제주,제주시,구좌읍,5011025600,14882,7649,7233,-27,192.467,617,1153,2098,4904,4612,1966
제주,제주시,조천읍,5011025900,25931,13143,12788,39,152.136,1583,2336,4790,8869,6089,4299
제주,제주시,한경면,5011031000,9494,4774,4720,-3,78.227,442,667,1199,3241,3051,1317
제주,제주시,추자면,5011032000,1498,832,666,-9,8.812,40,72,157,424,631,120
제주,제주시,우도면,5011033000,1496,799,697,-6,7.736,60,70,254,451,474,189
제주,제주시,일도1동,5011051000,2052,1077,975,-6,0.308,59,97,312,595,733,228
제주,제주시,일도2동,5011052000,30585,14956,15629,-5,2.187,1830,3318,6655,9355,6945,5196
제주,제주시,이도1동,5011053000,7544,3719,3825,-31,0.649,333,645,1990,2218,1757,1478
제주,제주시,이도2동,5011054000,45489,21980,23509,-94,5.614,2787,5518,11390,14858,7675,9239
제주,제주시,삼도1동,5011055000,12593,6151,6442,37,0.889,636,1240,2665,3952,3083,2073
제주,제주시,삼도2동,5011056000,7539,3883,3656,-15,0.894,412,556,1631,2327,1906,1186
제주,제주시,용담1동,5011057000,6287,3280,3007,10,0.709,230,522,1209,1993,1769,874
제주,제주시,용담2동,5011058000,13425,6759,6666,6,5.168,636,1304,2617,4107,3523,2055
제주,제주시,건입동,5011059000,8344,4219,4125,-18,3.415,414,681,1597,2459,2437,1226
제주,제주시,화북동,5011060000,22781,11291,11490,-67,8.255,1602,2673,4943,7382,4303,3992
제주,제주시,삼양동,5011061000,26662,13297,13365,25,10.145,2536,3909,5770,9119,3664,5313
제주,제주시,봉개동,5011062000,5181,2679,2502,17,49.198,416,410,1226,1608,1113,902
제주,제주시,아라동,5011063000,41097,20159,20938,95,72.395,3829,5078,11476,13509,4963,9254
제주,제주시,오라동,5011064000,16061,8089,7972,29,25.746,1607,1953,3824,5573,2173,3182
제주,제주시,연동,5011065000,42905,21147,21758,-11,12.064,2405,4144,12507,14349,6609,9578
제주,제주시,노형동,5011066000,54215,26384,27831,-15,44.468,3762,6510,14116,18679,7241,11275
제주,제주시,외도동,5011067000,22332,11179,11153,15,8.644,2052,2944,5308,7864,2800,4492
제주,제주시,이호동,5011068000,4230,2180,2050,22,2.688,235,342,964,1375,948,698
제주,제주시,도두동,5011069000,3172,1689,1483,-3,4.254,197,325,617,1145,624,515
제주,서귀포시,대정읍,5013025000,21492,10443,11049,-113,85.077,1346,2832,3056,7389,5249,3452
제주,서귀포시,남원읍,5013025300,17679,9139,8540,-20,188.75,727,1322,2561,5456,5594,2076
제주,서귀포시,성산읍,5013025900,14548,7608,6940,-6,113.499,590,1018,2011,4432,4759,1717
제주,서귀포시,안덕면,5013031000,12293,6319,5974,14,104.981,596,1021,2212,4105,3135,1900
제주,서귀포시,표선면,5013032000,12820,6574,6246,23,135.287,711,1440,1710,4307,3448,1735
제주,서귀포시,송산동,5013051000,3714,1923,1791,1,5.214,173,280,583,1149,1173,478
제주,서귀포시,정방동,5013052000,2008,995,1013,-10,0.46,53,148,347,661,635,308
제주,서귀포시,중앙동,5013053000,2917,1366,1551,-23,0.336,96,182,409,813,1065,341
제주,서귀포시,천지동,5013054000,3261,1642,1619,-12,1.983,108,212,612,1038,976,463
제주,서귀포시,효돈동,5013055000,5186,2608,2578,2,6.956,282,453,822,1609,1540,708
제주,서귀포시,영천동,5013056000,4998,2544,2454,-24,43.343,184,380,804,1531,1546,592
제주,서귀포시,동홍동,5013057000,22416,10851,11565,-4,12.579,1378,2719,4503,7603,4420,3883
제주,서귀포시,서홍동,5013058000,11004,5459,5545,8,18.247,913,1514,2179,3699,1946,1947
제주,서귀포시,대륜동,5013059000,14798,7436,7362,-39,23.641,1080,1417,2932,5074,3139,2649
제주,서귀포시,대천동,5013060000,13788,7002,6786,54,46.767,1197,1451,2875,4684,2688,2612
제주,서귀포시,중문동,5013061000,12023,6101,5922,-4,60.343,771,1135,2622,4096,2514,2259
제주,서귀포시,예래동,5013062000,3724,1928,1796,24,37.281,128,266,686,1165,1108,527
강원,춘천시,신북읍,5111025000,6789,3403,3386,2,58.145,171,288,1038,1699,2810,731
강원,춘천시,동면,5111031000,18539,9076,9463,-3,132.079,1122,2536,3397,6131,3926,3183
강원,춘천시,동산면,5111032000,1326,747,579,-10,80.251,18,39,165,255,690,82
강원,춘천시,신동면,5111033000,2520,1304,1216,3,47.719,59,145,304,664,1056,228
강원,춘천시,남면,5111034000,1006,551,455,-8,71.402,7,24,68,212,555,60
강원,춘천시,서면,5111035000,3507,1832,1675,-2,140.795,46,115,348,739,1778,241
강원,춘천시,사북면,5111036000,2236,1110,1126,3,152.86,39,95,186,459,1177,146
강원,춘천시,북산면,5111038000,918,521,397,-2,213.337,7,13,41,161,547,22
강원,춘천시,동내면,5111039000,22904,11498,11406,61,36.788,1582,2183,5684,7487,4283,4430
강원,춘천시,남산면,5111040000,3232,1713,1519,12,123.522,57,109,310,777,1568,255
강원,춘천시,교동,5111052000,3865,2051,1814,-16,0.546,68,148,1688,743,954,873
강원,춘천시,조운동,5111053000,2408,1172,1236,-12,0.309,63,87,548,625,878,362
강원,춘천시,약사명동,5111054500,5318,2578,2740,-20,0.552,526,437,1306,1543,1133,1064
강원,춘천시,근화동,5111057000,8838,4362,4476,-6,9.192,769,736,2507,2387,1848,1817
강원,춘천시,소양동,5111058000,10680,5209,5471,21,1.262,784,932,2799,3163,2213,2075
강원,춘천시,후평1동,5111060000,10730,5342,5388,-6,2.005,286,669,2882,2821,3199,1869
강원,춘천시,후평2동,5111061000,13538,6360,7178,-25,0.533,857,1301,3609,3935,2811,2771
강원,춘천시,후평3동,5111061100,18798,8920,9878,3,1.066,1093,1714,4315,5634,4564,3417
강원,춘천시,효자1동,5111062000,3891,1938,1953,-13,0.489,194,315,772,1157,1128,598
강원,춘천시,효자2동,5111063000,12349,6636,5713,-35,1.864,227,587,5039,2698,2987,2540
강원,춘천시,효자3동,5111064000,4290,2136,2154,-2,0.544,107,201,1666,912,1091,992
강원,춘천시,석사동,5111065000,32078,15801,16277,-22,3.817,1438,3295,8158,10025,6578,5926
강원,춘천시,퇴계동,5111066000,45084,21505,23579,-40,4.318,2803,4865,10303,14501,9107,8562
강원,춘천시,강남동,5111067500,25168,12228,12940,-41,14.746,2029,2274,5899,8194,5160,4972
강원,춘천시,신사우동,5111070500,25015,12408,12607,25,11.528,2423,2432,6172,7146,5005,4695
강원,원주시,문막읍,5113025000,16770,8629,8141,-59,103.924,630,1261,3119,5375,4646,2345
강원,원주시,소초면,5113031000,7797,4182,3615,25,102.643,217,307,1430,1847,2982,788
강원,원주시,호저면,5113032000,3162,1670,1492,-6,76.523,65,111,323,731,1522,219
강원,원주시,지정면,5113033000,33081,16243,16838,42,88.637,4411,4036,8621,10823,3489,7865
강원,원주시,부론면,5113035000,2141,1095,1046,-6,81.535,24,83,224,368,1205,149
강원,원주시,귀래면,5113036000,2053,1064,989,16,71.177,28,58,151,410,1101,123
강원,원주시,흥업면,5113037000,9553,5090,4463,-28,59.402,323,674,2397,2527,2660,1449
강원,원주시,판부면,5113038000,7811,4110,3701,5,69.719,343,609,2000,2526,1633,1367
강원,원주시,신림면,5113039000,3501,1836,1665,-4,132.355,41,110,242,768,1815,190
강원,원주시,중앙동,5113051500,2050,1086,964,-4,2.206,27,60,199,507,1025,161
강원,원주시,원인동,5113052000,5295,2545,2750,136,0.494,271,341,1358,1566,1376,979
강원,원주시,개운동,5113053000,11449,5487,5962,17,1.081,352,960,2186,3273,3492,1664
강원,원주시,명륜1동,5113054100,7402,3477,3925,-15,0.894,175,543,1341,2054,2428,1040
강원,원주시,명륜2동,5113054200,17776,8620,9156,-14,0.895,965,1607,4133,5386,3990,3074
강원,원주시,단구동,5113055000,40636,19828,20808,32,3.481,2158,4197,10757,14306,7412,8163
강원,원주시,일산동,5113056000,7951,3743,4208,3,0.812,233,454,2356,1895,2324,1552
강원,원주시,학성동,5113057500,4018,1963,2055,0,0.583,93,189,661,1112,1533,482
강원,원주시,단계동,5113059000,26244,12746,13498,-91,3.654,1572,1923,6875,7804,5515,4993
강원,원주시,우산동,5113060000,12959,6873,6086,-23,7.201,558,1184,3276,3998,2865,2200
강원,원주시,태장1동,5113061000,12274,6122,6152,13,3.976,780,1066,2711,3799,2881,2141
강원,원주시,태장2동,5113062000,24080,12057,12023,-26,8.102,1129,2121,4891,7804,5791,3837
강원,원주시,봉산동,5113063500,6943,3419,3524,-15,7.157,146,403,1073,1833,2676,741
강원,원주시,행구동,5113065000,8163,4029,4134,4,14.201,419,732,1584,2652,2006,1301
강원,원주시,무실동,5113066000,38665,18949,19716,45,8.73,3110,4897,9559,13156,5510,8181
강원,원주시,반곡관설동,5113067500,53037,25829,27208,194,20.237,5185,6553,14070,18816,5470,12348
강원,강릉시,주문진읍,5115025000,15188,7439,7749,-26,60.562,447,802,1929,4165,6187,1601
강원,강릉시,성산면,5115031000,3302,1678,1624,-8,80.862,76,159,357,861,1447,267
강원,강릉시,왕산면,5115032000,1468,790,678,-1,244.24,23,28,113,284,814,66
강원,강릉시,구정면,5115033000,4024,2054,1970,1,41.691,106,269,464,1109,1637,384
강원,강릉시,강동면,5115034000,3629,1921,1708,-11,112.365,54,121,410,864,1744,252
강원,강릉시,옥계면,5115035000,3163,1639,1524,-1,147.775,48,114,325,765,1524,218
강원,강릉시,사천면,5115036000,5228,2666,2562,1,71.889,135,262,772,1541,1915,619
강원,강릉시,연곡면,5115037000,6296,3134,3162,9,201.999,194,367,815,1800,2438,739
강원,강릉시,홍제동,5115051000,13890,6718,7172,-21,3.857,855,1194,3077,4432,3272,2531
강원,강릉시,중앙동,5115052000,4000,1898,2102,8,0.949,78,206,682,1022,1629,497
강원,강릉시,옥천동,5115054000,2892,1464,1428,2,0.581,38,121,434,817,1217,314
강원,강릉시,교1동,5115055000,27468,13438,14030,14,3.123,1690,2899,6434,8941,5612,5053
