시도,시군구,지도_병원계,지도_CNP차앤박피부과,지도_CU클린업 피부과,지도_가정의학과,지도_국립병원,지도_내과,"지도_노인,요양병원",지도_대학병원,지도_보훈병원,지도_비뇨기과,지도_산부인과,지도_성장클리닉,지도_성형외과,지도_소아청소년과,지도_시도립병원,지도_신경과,지도_신경외과,지도_안과,지도_영상의학과,지도_외과,지도_이비인후과,지도_이지함피부과,지도_일반의원,지도_재활의학과,지도_정신건강의학과,지도_정형외과,지도_종합병원,지도_진단검사의학과,지도_치과,지도_통증클리닉,지도_피부과,지도_한방병원,지도_한의원,지도_항문외과,지도_흉부외과
서울,양천구,693,0,0,17,0,56,4,1,0,8,17,0,10,20,0,5,5,13,1,1,32,0,29,8,16,41,2,0,194,15,40,7,147,3,1
서울,영등포구,872,1,1,15,0,74,11,2,0,15,27,0,12,23,0,5,9,20,4,8,38,1,37,16,32,52,5,1,231,14,62,2,152,1,1
서울,용산구,339,0,0,8,0,26,1,0,0,3,10,0,6,10,0,1,1,9,0,4,10,0,30,3,9,12,2,1,92,3,34,0,63,1,0
서울,은평구,724,0,0,20,0,67,6,1,0,9,16,0,6,19,2,3,5,20,2,4,26,0,38,13,14,45,1,0,198,18,28,4,158,0,1
서울,종로구,474,0,0,9,0,21,1,2,0,13,12,0,5,6,0,2,2,11,2,1,18,0,32,6,21,25,3,0,139,9,20,1,110,2,1
서울,중구,588,1,0,11,1,33,0,0,0,10,15,0,7,2,0,2,4,9,1,5,29,0,39,5,16,31,0,0,186,5,75,0,101,0,0
서울,중랑구,586,0,0,8,0,55,5,0,0,7,14,0,1,14,1,1,2,15,0,4,26,1,43,2,12,42,3,0,168,16,21,1,122,2,0
세종,세종시,440,0,0,7,0,38,3,0,0,7,10,0,2,25,0,2,2,9,1,6,18,0,28,3,15,24,2,0,100,7,25,5,100,1,0
울산,남구,533,0,0,3,0,39,13,0,0,11,18,0,13,8,0,4,3,14,2,8,19,0,38,7,16,16,3,0,137,14,41,5,96,1,4
울산,동구,156,0,0,1,0,16,2,1,0,3,4,0,0,5,0,0,3,3,1,1,6,0,15,1,1,7,0,0,43,4,7,1,31,0,0
울산,북구,168,0,0,3,0,10,4,0,0,2,4,0,0,12,0,0,2,3,0,0,9,0,16,3,2,7,2,0,48,3,3,1,33,1,0
울산,울주군,169,0,0,6,0,12,10,0,0,1,3,0,0,6,0,0,0,5,0,0,7,0,20,1,4,10,1,0,39,4,2,0,38,0,0
울산,중구,218,0,0,12,0,19,5,0,0,4,6,0,2,7,0,2,2,5,0,3,8,0,14,2,2,8,2,0,59,5,4,0,47,0,0
인천,강화군,59,0,0,0,0,3,3,0,0,0,1,0,0,1,0,0,2,2,0,0,1,0,7,0,1,0,1,0,16,0,1,1,19,0,0
인천,계양구,373,0,0,4,0,30,8,0,0,6,7,0,3,14,0,0,3,9,0,3,14,0,30,4,8,22,2,0,113,7,8,7,70,1,0
인천,남동구,758,1,0,12,0,64,15,0,0,13,14,0,19,26,0,4,5,15,1,11,31,0,48,7,16,37,2,0,195,15,46,13,145,3,0
인천,미추홀구,519,0,0,13,0,49,14,0,1,8,13,0,2,13,0,3,8,12,1,6,20,0,31,8,13,33,2,0,140,11,13,7,95,3,0
인천,부평구,671,0,0,16,0,57,5,1,0,10,17,0,13,23,0,3,7,16,1,4,24,0,52,6,10,41,2,1,185,11,33,8,122,1,2
인천,서구,679,0,1,9,0,57,12,1,0,10,19,0,8,37,0,0,3,17,1,6,33,0,41,4,16,45,6,0,182,8,34,11,117,0,1
인천,연수구,519,0,0,8,0,44,5,0,0,7,11,0,11,22,0,1,6,13,0,1,23,0,32,5,14,26,3,0,138,7,41,6,93,2,0
인천,옹진군,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
전남,강진군,23,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,1,0,0,5,0,1,0,6,0,0
전남,고흥군,38,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,7,2,1,0,1,0,10,0,1,0,7,0,0
전남,곡성군,18,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,6,0,0,0,5,0,0
전남,광양시,100,0,0,0,0,6,1,0,0,1,1,0,0,4,0,1,2,1,0,2,4,0,14,0,1,4,2,0,27,2,3,2,22,0,0
전남,구례군,20,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,1,0,0,0,0,4,0,0,0,3,0,0
전남,나주시,117,0,0,2,0,8,2,0,0,1,4,0,1,3,0,1,1,3,0,3,4,0,13,1,4,5,2,0,33,0,2,1,22,0,1
전남,담양군,37,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,9,0,0,1,0,0,8,1,0,1,8,0,0
전남,목포시,194,0,0,6,0,13,7,0,0,5,4,0,2,2,0,2,0,7,1,1,3,0,25,1,3,16,5,0,45,3,7,6,29,0,1
전남,무안군,72,0,0,1,0,7,6,0,0,1,1,0,1,1,0,1,0,1,0,1,2,0,12,0,0,2,1,0,16,2,4,1,11,0,0
전남,보성군,25,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,6,1,0,0,6,0,0
전남,순천시,285,0,0,6,0,19,4,0,0,10,5,0,6,5,1,1,2,7,0,6,9,0,29,1,7,12,5,0,80,4,11,7,48,0,0
전남,신안군,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,4,0,0
전남,여수시,240,0,0,8,0,18,5,0,0,4,5,0,3,5,0,1,4,6,0,1,6,0,31,0,4,10,4,0,65,5,13,3,39,0,0
전남,영광군,49,0,0,1,0,4,1,0,0,2,1,0,0,0,0,1,1,1,0,1,1,0,6,0,2,0,2,0,9,2,1,0,13,0,0
전남,영암군,39,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10,0,0,2,0,0,10,0,0,0,12,0,0
전남,완도군,35,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,1,0,0,11,2,0,0,6,0,0
전남,장성군,25,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,0,1,0,0,6,1,0,0,5,0,0
전남,장흥군,32,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,1,2,0,4,2,0,0,7,0,0
전남,진도군,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,2,1,0,4,0,0,0,2,0,0
전남,함평군,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,5,0,1,0,5,0,0
전남,해남군,51,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,0,2,1,2,1,0,10,2,0,0,2,0,15,1,1,0,6,0,0
전남,화순군,60,0,0,0,0,3,8,1,0,2,1,0,0,0,0,0,0,2,0,2,1,0,8,0,0,2,0,1,13,2,1,1,12,0,0
전북,고창군,55,0,0,3,0,3,5,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,8,1,0,4,1,0,13,1,1,0,10,0,1
전북,군산시,327,0,0,17,0,25,8,1,0,5,7,0,3,14,0,2,2,9,0,4,14,0,27,2,7,11,2,0,81,4,9,4,68,1,0
전북,김제시,99,0,0,3,0,9,5,0,0,2,2,0,0,3,0,1,2,3,1,1,3,0,10,1,5,4,0,0,19,3,2,0,20,0,0
전북,남원시,94,0,0,4,0,9,4,0,0,2,2,0,0,3,1,2,2,4,0,0,4,0,7,1,3,5,0,0,17,4,2,0,16,2,0
전북,무주군,24,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,0,6,0,0,0,8,0,0
전북,부안군,58,0,0,1,0,4,2,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,8,0,1,3,1,0,16,0,0,1,14,0,0
전북,순창군,30,0,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,1,2,0,0,7,0,1,0,7,0,0
전북,완주군,102,0,0,9,0,9,3,0,0,0,1,0,0,6,0,0,2,1,0,1,2,0,8,3,1,5,0,0,20,2,3,1,25,0,0
전북,익산시,363,0,0,4,0,41,9,1,0,5,11,0,2,9,0,4,6,6,1,4,11,0,30,1,8,18,1,0,88,6,11,7,79,0,0
전북,임실군,30,0,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,6,0,0,0,7,0,0
전북,장수군,14,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0
전북,전주덕진구,491,0,0,13,0,55,14,1,0,10,18,1,2,20,0,5,3,11,3,4,20,0,17,4,12,16,2,3,120,16,18,12,86,3,2
전북,전주완산구,631,0,0,15,0,53,17,0,0,9,13,0,21,14,0,5,5,14,2,11,17,0,29,6,17,27,3,1,159,18,33,12,128,2,0
전북,정읍시,141,0,0,6,0,11,4,0,0,2,3,0,0,2,0,1,2,3,0,3,4,0,15,2,2,7,1,0,33,5,3,2,30,0,0
전북,진안군,19,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,1,0,0,4,0,0,0,5,0,0
제주,서귀포시,227,0,0,4,0,12,0,0,0,4,7,0,1,5,0,1,2,5,0,3,7,0,34,3,3,11,1,1,56,10,4,0,53,0,0
제주,제주시,716,0,0,11,0,52,13,0,0,12,16,0,9,28,1,3,5,19,1,8,24,0,83,3,22,33,5,0,182,12,30,1,141,1,1
충남,계룡시,52,0,0,1,0,3,2,0,0,1,1,0,0,2,0,0,0,1,0,1,2,0,3,0,1,1,0,0,13,4,2,0,14,0,0
충남,공주시,131,0,0,2,0,12,8,0,0,4,4,0,0,4,1,1,2,4,0,3,4,0,9,0,8,4,0,0,26,1,2,1,31,0,0
충남,금산군,67,0,0,0,0,4,3,0,0,1,1,0,0,1,0,1,0,1,0,1,2,0,16,2,1,1,0,0,11,2,0,0,19,0,0
충남,논산시,154,0,0,4,0,9,9,0,0,1,3,0,0,3,0,2,2,3,1,7,5,0,16,2,3,5,1,0,32,2,1,1,42,0,0
충남,당진시,167,0,0,2,0,13,3,0,0,2,4,0,0,6,0,1,3,5,0,4,3,0,27,1,3,4,1,0,39,3,7,2,34,0,0
충남,보령시,114,0,0,2,0,11,2,0,0,2,2,0,0,3,0,0,1,2,1,7,3,0,11,1,3,6,1,0,26,2,1,0,27,0,0
충남,부여군,59,0,0,1,0,3,3,0,0,1,0,0,0,0,0,0,3,1,0,0,2,0,11,0,3,2,0,0,16,0,0,0,13,0,0
충남,서산시,167,0,0,3,0,14,2,0,0,5,3,0,3,4,1,1,3,4,1,2,3,0,16,1,2,8,2,0,49,3,5,1,31,0,0
충남,서천군,58,0,0,0,0,3,4,0,0,0,1,0,0,1,0,0,0,2,0,1,1,0,10,1,2,5,0,0,12,0,2,0,13,0,0
충남,아산시,338,1,0,8,1,26,3,0,0,4,6,0,2,14,0,1,5,8,0,4,9,0,34,2,11,15,2,0,96,4,11,5,64,1,1
충남,예산군,77,0,0,1,0,6,0,0,0,2,1,0,0,0,0,0,1,2,0,4,1,0,13,2,3,3,1,0,20,1,0,0,16,0,0
충남,천안동남구,299,0,0,4,0,23,10,2,0,8,6,0,8,6,0,2,2,7,1,1,7,0,25,1,10,16,1,0,75,5,9,0,67,1,2
충남,천안서북구,505,1,0,13,0,38,4,0,0,6,18,0,10,18,0,5,5,10,1,4,15,0,32,4,10,22,1,0,131,9,30,11,106,0,1
충남,청양군,22,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,1,0,0,7,0,0
충남,태안군,54,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,1,1,0,2,1,0,11,0,0,2,0,0,14,3,0,0,12,0,0
충남,홍성군,109,0,0,1,0,8,3,0,0,0,3,0,1,4,0,1,1,3,1,1,3,0,12,0,2,3,1,0,29,2,3,1,26,0,0
충북,괴산군,16,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,5,0,0,0,3,0,0
충북,단양군,18,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,5,0,0,0,3,0,0
충북,보은군,30,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,5,0,1,1,0,0,6,0,0,1,9,0,0
충북,영동군,44,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8,1,2,3,0,1,7,1,0,0,12,0,0
충북,옥천군,48,0,0,0,0,4,1,0,0,2,1,0,0,1,0,1,0,1,0,1,1,0,9,1,1,2,1,0,11,0,0,0,10,0,0
충북,음성군,91,0,0,3,0,8,2,0,0,0,1,0,0,3,0,0,0,3,0,2,3,0,11,0,2,6,1,0,26,1,0,0,18,0,1
충북,제천시,170,0,0,0,0,13,5,0,0,2,8,0,1,4,0,0,2,5,1,2,5,0,21,2,2,8,3,0,41,2,5,1,37,0,0
충북,증평군,38,0,0,1,0,4,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,3,1,0,1,0,0,11,1,0,0,8,0,0
충북,진천군,77,0,0,3,0,7,1,0,0,1,1,0,0,3,0,0,1,2,0,1,2,0,7,1,1,3,1,0,22,1,1,0,17,0,1
충북,청주상당구,257,0,0,9,0,19,1,0,0,5,7,0,6,11,0,1,1,7,0,2,8,0,11,1,10,13,2,0,64,4,17,3,53,2,0
충북,청주서원구,220,0,0,13,0,18,6,1,0,5,7,0,0,6,0,1,5,3,1,4,9,0,13,3,5,10,2,1,43,5,6,1,52,0,0
충북,청주청원구,199,0,0,10,0,15,2,0,0,4,5,0,0,7,0,1,0,5,0,6,8,0,16,2,5,11,1,0,49,2,4,3,43,0,0
충북,청주흥덕구,377,0,0,9,0,26,1,0,0,6,11,1,10,14,0,2,9,6,0,2,12,0,30,5,12,13,2,0,94,3,23,3,78,3,2
충북,충주시,220,0,0,3,0,21,7,1,0,4,6,0,2,8,1,1,3,3,1,2,7,0,25,5,6,11,0,0,43,3,6,2,49,0,0
